id,Parent Path,complete Name,name,plankton_id,Plankton Breadcrumbs,Level Match?,Plankton Level,parent_id,query
364,363/364/,Kebutuhan Cuci & Setrika Baju / Pelicin Pakaian,Pelicin Pakaian,3442203,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci & Setrika Baju > Pelicin Pakaian,Not Match,4,3442155,update product_category set plankton_id='3442203' where id=364;
462,363/462/,Kebutuhan Cuci & Setrika Baju / Pengharum Pakaian,Pengharum Pakaian,3442171,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci & Setrika Baju > Pengharum Pakaian,Not Match,4,3442155,update product_category set plankton_id='3442171' where id=462;
2128,2128/,Kebutuhan Cuci Piring,Kebutuhan Cuci Piring,3442219,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci Piring,Not Match,3,3442123,update product_category set plankton_id='3442219' where id=2128;
2129,2128/2129/,Kebutuhan Cuci Piring / Sabun Cuci Piring,Sabun Cuci Piring,3442235,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci Piring > Sabun Cuci Piring,Not Match,4,3442219,update product_category set plankton_id='3442235' where id=2129;
129,129/,Kebutuhan Hewan Peliharaan,Kebutuhan Hewan Peliharaan,3414861,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan,Not Match,2,3413268,update product_category set plankton_id='3414861' where id=129;
1290,129/1290/,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya,Hewan Kecil Lainnya,3415366,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya,Not Match,3,3414861,update product_category set plankton_id='3415366' where id=1290;
3096,129/1290/3096/,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Aksesoris Hewan Kecil Lainnya,Aksesoris Hewan Kecil Lainnya,10978631286,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya > Aksesoris Hewan Kecil Lainnya,Not Match,4,3415366,update product_category set plankton_id='10978631286' where id=3096;
2917,129/1290/2917/,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Kandang Hewan Kecil,Kandang Hewan Kecil,3415398,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya > Kandang Hewan Kecil,Not Match,4,3415366,update product_category set plankton_id='3415398' where id=2917;
1754,129/1290/1754/,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Makanan Hewan Kecil,Makanan Hewan Kecil,3415382,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya > Makanan Hewan Kecil,Not Match,4,3415366,update product_category set plankton_id='3415382' where id=1754;
3093,129/1290/3093/,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Perawatan Hewan Kecil Lainnya,Perawatan Hewan Kecil Lainnya,10987258580,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya > Perawatan Hewan Kecil Lainnya,Not Match,4,3415366,update product_category set plankton_id='10987258580' where id=3093;
1655,129/1290/1655/,"Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Suplemen, Vitamin & Obat Hewan Kecil Lainnya","Suplemen, Vitamin & Obat Hewan Kecil Lainnya",10978651397,"Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Hewan Kecil Lainnya > Suplemen, Vitamin & Obat Hewan Kecil Lainnya",Not Match,4,3415366,update product_category set plankton_id='10978651397' where id=1655;
130,129/130/,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air,Ikan & Hewan Air,3415030,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air,Not Match,3,3414861,update product_category set plankton_id='3415030' where id=130;
3839,129/130/3839/,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Aksesoris Akuarium,Aksesoris Akuarium,3415110,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Aksesoris Akuarium,Not Match,4,3415030,update product_category set plankton_id='3415110' where id=3839;
4273,129/130/4273/,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Akuarium & Wadah Ikan,Akuarium & Wadah Ikan,3415062,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Akuarium & Wadah Ikan,Not Match,4,3415030,update product_category set plankton_id='3415062' where id=4273;
3800,129/130/3800/,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Makanan Ikan & Hewan Air,Makanan Ikan & Hewan Air,3415046,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Makanan Ikan & Hewan Air,Not Match,4,3415030,update product_category set plankton_id='3415046' where id=3800;
3477,129/130/3477/,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Perawatan Ikan,Perawatan Ikan,3415078,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Perawatan Ikan,Not Match,4,3415030,update product_category set plankton_id='3415078' where id=3477;
724,129/130/724/,"Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Suplemen, Vitamin & Obat Ikan","Suplemen, Vitamin & Obat Ikan",3415094,"Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Hewan Peliharaan > Ikan & Hewan Air > Suplemen, Vitamin & Obat Ikan",Not Match,4,3415030,update product_category set plankton_id='3415094' where id=724;
1450,1450/,Kebutuhan Memasak & Membuat Kue,Kebutuhan Memasak & Membuat Kue,3442555,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue,Not Match,2,3440283,update product_category set plankton_id='3442555' where id=1450;
3906,1450/3906/,Kebutuhan Memasak & Membuat Kue / Beras & Biji Campuran Instan,Beras & Biji Campuran Instan,3442875,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Beras & Biji Campuran Instan,Not Match,3,3442555,update product_category set plankton_id='3442875' where id=3906;
1451,1450/1451/,Kebutuhan Memasak & Membuat Kue / Bumbu Rempah,Bumbu Rempah,3442571,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Bumbu Rempah,Not Match,3,3442555,update product_category set plankton_id='3442571' where id=1451;
3619,1450/3619/,"Kebutuhan Memasak & Membuat Kue / Minyak, Mentega, Margarin","Minyak, Mentega, Margarin",3442891,"Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Minyak, Mentega, Margarin",Not Match,3,3442555,update product_category set plankton_id='3442891' where id=3619;
4120,1450/3619/4120/,"Kebutuhan Memasak & Membuat Kue / Minyak, Mentega, Margarin / Margarin",Margarin,3442923,"Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Minyak, Mentega, Margarin > Margarin",Not Match,4,3442891,update product_category set plankton_id='3442923' where id=4120;
4115,1450/3619/4115/,"Kebutuhan Memasak & Membuat Kue / Minyak, Mentega, Margarin / Mentega & Butter",Mentega & Butter,3442939,"Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Minyak, Mentega, Margarin > Mentega & Butter",Not Match,4,3442891,update product_category set plankton_id='3442939' where id=4115;
4279,1450/3619/4279/,"Kebutuhan Memasak & Membuat Kue / Minyak, Mentega, Margarin / Minyak Goreng",Minyak Goreng,3442907,"Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Minyak, Mentega, Margarin > Minyak Goreng",Not Match,4,3442891,update product_category set plankton_id='3442907' where id=4279;
2284,1450/2284/,Kebutuhan Memasak & Membuat Kue / Pengembang Kue,Pengembang Kue,11010402882,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Pengembang Kue,Not Match,3,3442555,update product_category set plankton_id='11010402882' where id=2284;
495,495/,Kebutuhan Rumah,Kebutuhan Rumah,3414365,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah,Not Match,3,3414173,update product_category set plankton_id='3414365' where id=495;
4289,495/4289/,Kebutuhan Rumah / Apron dan Taplak,Apron dan Taplak,3414397,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Apron dan Taplak,Not Match,4,3414365,update product_category set plankton_id='3414397' where id=4289;
3698,495/3698/,Kebutuhan Rumah / Call Bell,Call Bell,3414429,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Call Bell,Not Match,4,3414365,update product_category set plankton_id='3414429' where id=3698;
4030,495/4030/,Kebutuhan Rumah / Door Stop / Penahan Pintu,Door Stop / Penahan Pintu,3414445,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Door Stop / Penahan Pintu,Not Match,4,3414365,update product_category set plankton_id='3414445' where id=4030;
3328,495/3328/,Kebutuhan Rumah / Kasur,Kasur,3414413,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Kasur,Not Match,4,3414365,update product_category set plankton_id='3414413' where id=3328;
496,495/496/,Kebutuhan Rumah / Lilin & Tempat Lilin,Lilin & Tempat Lilin,3414461,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Lilin & Tempat Lilin,Not Match,4,3414365,update product_category set plankton_id='3414461' where id=496;
4038,495/4038/,Kebutuhan Rumah / Seprai & Handuk,Seprai & Handuk,3414381,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Kebutuhan Rumah > Seprai & Handuk,Not Match,4,3414365,update product_category set plankton_id='3414381' where id=4038;
62,62/,Kebutuhan Rumah Tangga,Kebutuhan Rumah Tangga,3442123,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga,Not Match,2,3440283,update product_category set plankton_id='3442123' where id=62;
1328,62/1328/,Kebutuhan Rumah Tangga / Pembasmi Serangga,Pembasmi Serangga,3442443,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pembasmi Serangga,Not Match,3,3442123,update product_category set plankton_id='3442443' where id=1328;
4321,62/1328/4321/,Kebutuhan Rumah Tangga / Pembasmi Serangga / Pembasmi Serangga Cair,Pembasmi Serangga Cair,3442475,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pembasmi Serangga > Pembasmi Serangga Cair,Not Match,4,3442443,update product_category set plankton_id='3442475' where id=4321;
2883,62/1328/2883/,Kebutuhan Rumah Tangga / Pembasmi Serangga / Pembasmi Serangga Elektrik,Pembasmi Serangga Elektrik,3442491,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pembasmi Serangga > Pembasmi Serangga Elektrik,Not Match,4,3442443,update product_category set plankton_id='3442491' where id=2883;
1704,62/1328/1704/,Kebutuhan Rumah Tangga / Pembasmi Serangga / Pembasmi Serangga Kaleng,Pembasmi Serangga Kaleng,3442459,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pembasmi Serangga > Pembasmi Serangga Kaleng,Not Match,4,3442443,update product_category set plankton_id='3442459' where id=1704;
63,62/63/,Kebutuhan Rumah Tangga / Pengharum Ruangan,Pengharum Ruangan,3442251,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pengharum Ruangan,Not Match,3,3442123,update product_category set plankton_id='3442251' where id=63;
3893,62/63/3893/,Kebutuhan Rumah Tangga / Pengharum Ruangan / Pengharum Ruangan Otomatis,Pengharum Ruangan Otomatis,3442267,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pengharum Ruangan > Pengharum Ruangan Otomatis,Not Match,4,3442251,update product_category set plankton_id='3442267' where id=3893;
4041,62/63/4041/,Kebutuhan Rumah Tangga / Pengharum Ruangan / Pengharum Ruangan Padat & Gel,Pengharum Ruangan Padat & Gel,2589684139,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pengharum Ruangan > Pengharum Ruangan Padat & Gel,Not Match,4,3442251,update product_category set plankton_id='2589684139' where id=4041;
189,62/63/189/,Kebutuhan Rumah Tangga / Pengharum Ruangan / Pengharum Ruangan Spray,Pengharum Ruangan Spray,3442283,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Pengharum Ruangan > Pengharum Ruangan Spray,Not Match,4,3442251,update product_category set plankton_id='3442283' where id=189;
3855,62/3855/,Kebutuhan Rumah Tangga / Perangkat Plastik & Kertas,Perangkat Plastik & Kertas,3442139,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Perangkat Plastik & Kertas,Not Match,3,3442123,update product_category set plankton_id='3442139' where id=3855;
277,277/,Keju & Coklat Kue,Keju & Coklat Kue,3443019,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Keju & Coklat Kue,Not Match,3,3442555,update product_category set plankton_id='3443019' where id=277;
278,277/278/,Keju & Coklat Kue / Coklat Bubuk,Coklat Bubuk,3443067,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Keju & Coklat Kue > Coklat Bubuk,Not Match,4,3443019,update product_category set plankton_id='3443067' where id=278;
3714,277/3714/,Keju & Coklat Kue / Coklat Sprinkle & Meses,Coklat Sprinkle & Meses,3443083,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Keju & Coklat Kue > Coklat Sprinkle & Meses,Not Match,4,3443019,update product_category set plankton_id='3443083' where id=3714;
4263,277/4263/,Keju & Coklat Kue / Keju Olahan,Keju Olahan,3443035,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Keju & Coklat Kue > Keju Olahan,Not Match,4,3443019,update product_category set plankton_id='3443035' where id=4263;
574,277/574/,Keju & Coklat Kue / Keju Spread,Keju Spread,3443051,Makanan & Kebutuhan Harian > Kebutuhan Memasak & Membuat Kue > Keju & Coklat Kue > Keju Spread,Not Match,4,3443019,update product_category set plankton_id='3443051' where id=574;
206,206/,Kertas & Buku,Kertas & Buku,3461653,Alat Tulis & Perlengkapan Kerja > Kertas & Buku,Not Match,2,3461645,update product_category set plankton_id='3461653' where id=206;
1249,206/1249/,Kertas & Buku / Buku Tulis & Kertas Gambar,Buku Tulis & Kertas Gambar,3461844,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar,Not Match,3,3461653,update product_category set plankton_id='3461844' where id=1249;
2684,206/1249/2684/,Kertas & Buku / Buku Tulis & Kertas Gambar / Bloc Notes,Bloc Notes,3461892,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Bloc Notes,Not Match,4,3461844,update product_category set plankton_id='3461892' where id=2684;
1410,206/1249/1410/,Kertas & Buku / Buku Tulis & Kertas Gambar / Buku Gambar,Buku Gambar,3461924,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Buku Gambar,Not Match,4,3461844,update product_category set plankton_id='3461924' where id=1410;
1875,206/1249/1875/,Kertas & Buku / Buku Tulis & Kertas Gambar / Buku Nota/Kwitansi,Buku Nota/Kwitansi,3461956,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Buku Nota/Kwitansi,Not Match,4,3461844,update product_category set plankton_id='3461956' where id=1875;
2132,206/1249/2132/,Kertas & Buku / Buku Tulis & Kertas Gambar / Buku Tulis,Buku Tulis,3461876,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Buku Tulis,Not Match,4,3461844,update product_category set plankton_id='3461876' where id=2132;
3536,206/1249/3536/,Kertas & Buku / Buku Tulis & Kertas Gambar / Journal/Planner,Journal/Planner,3461860,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Journal/Planner,Not Match,4,3461844,update product_category set plankton_id='3461860' where id=3536;
4205,206/1249/4205/,Kertas & Buku / Buku Tulis & Kertas Gambar / Memo & Scratch Pads,Memo & Scratch Pads,3461908,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Memo & Scratch Pads,Not Match,4,3461844,update product_category set plankton_id='3461908' where id=4205;
3183,206/1249/3183/,Kertas & Buku / Buku Tulis & Kertas Gambar / Sampul / Cover Buku,Sampul / Cover Buku,3461940,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > Buku Tulis & Kertas Gambar > Sampul / Cover Buku,Not Match,4,3461844,update product_category set plankton_id='3461940' where id=3183;
207,206/207/,Kertas & Buku / CD/DVD Blank Disc,CD/DVD Blank Disc,3461668,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > CD/DVD Blank Disc,Not Match,3,3461653,update product_category set plankton_id='3461668' where id=207;
734,206/207/734/,Kertas & Buku / CD/DVD Blank Disc / CD/DVD Case,CD/DVD Case,3461748,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > CD/DVD Blank Disc > CD/DVD Case,Not Match,4,3461668,update product_category set plankton_id='3461748' where id=734;
2635,206/207/2635/,Kertas & Buku / CD/DVD Blank Disc / Cd-R Disc,Cd-R Disc,3461684,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > CD/DVD Blank Disc > Cd-R Disc,Not Match,4,3461668,update product_category set plankton_id='3461684' where id=2635;
2778,206/207/2778/,Kertas & Buku / CD/DVD Blank Disc / Cd-Rw Disc,Cd-Rw Disc,3461700,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > CD/DVD Blank Disc > Cd-Rw Disc,Not Match,4,3461668,update product_category set plankton_id='3461700' where id=2778;
3881,206/207/3881/,Kertas & Buku / CD/DVD Blank Disc / Dvd-R Disc,Dvd-R Disc,3461732,Alat Tulis & Perlengkapan Kerja > Kertas & Buku > CD/DVD Blank Disc > Dvd-R Disc,Not Match,4,3461668,update product_category set plankton_id='3461732' where id=3881;
